ID,Researcher,Date,Time,LocationID,MeadowID,Species,Number_Counted,Remarks_Counts,Ronde,__id
3666,938,14/04/2025,8:22:00 AM,5,5031,BTG_terr,19,,3,KHIhcWk6RzglKCNVK3lCNHIzNk0
3687,938,14/04/2025,10:36:00 AM,5,5032,BTG_terr,12,,3,VD4xOlZbUlotV3k6NUQqd2gwJmY
3667,938,14/04/2025,8:29:00 AM,5,5033,BTG_terr,10,,3,KzpuVztrb1JZY0J1eEIqOzNwUS0
3686,938,14/04/2025,10:28:00 AM,5,5034,BTG_terr,5,,3,U11zKHEzQ3ldUi1yOU04YmJSS0E
3668,938,14/04/2025,8:40:00 AM,5,5035,BTG_terr,8,,3,WShFZEB6WU5aJj5JTzpda2Ntbis
3685,938,14/04/2025,10:19:00 AM,5,5036,BTG_terr,8,,3,IVl0KiYxZjpDdk54IWlHVHpxbHU
3669,938,14/04/2025,8:52:00 AM,5,5037,BTG_terr,18,,3,RExReFpFWm5KVlhFNWI5b2g4emY
3684,938,14/04/2025,10:12:00 AM,5,5038,BTG_terr,12,,3,UmZxJjMhYSM1WypkWmlVQTE5JW8
3671,938,14/04/2025,9:03:00 AM,5,5039,BTG_terr,9,,3,KmdYNDRbNHMxWDg5K3Y5byMwSFU
3683,938,14/04/2025,10:03:00 AM,5,5040,BTG_terr,9,,3,S1BaPEh6bzM3ZXMlWGhOOityKzA
3672,938,14/04/2025,9:12:00 AM,5,5041,BTG_terr,11,,3,IW5JbFUqSEhlUG9aR1YxKGQyOUI
3682,938,14/04/2025,9:52:00 AM,5,5042,BTG_terr,4,,3,JWRGODt0WltzXWwlV0BQLVVDXTk
3673,938,14/04/2025,9:17:00 AM,5,5043,BTG_terr,14,,3,RCVbUzVYVVJJT28zbHgpaTs2NHY
3681,938,14/04/2025,9:46:00 AM,5,5044,BTG_terr,10,,3,IUpWdXgwLVBKQkRtKEA1KHdZNGQ
3675,938,14/04/2025,9:19:00 AM,5,5045,BTG_terr,8,,3,U004djFOeVVxKElWdT5NUkdXR3k
3680,938,14/04/2025,9:40:00 AM,5,5046,BTG_terr,20,,3,SmlZUDh0Z0Y1dDFqYmQwV3E7Mmw
3676,938,14/04/2025,9:27:00 AM,5,5047,BTG_terr,2,,3,VyU7RVBybyFHIU0zKTZ6Myoyb2s
3677,938,14/04/2025,9:27:00 AM,5,5048,BTG_terr,9,,3,VWtYQkltWzQ4ZjRpOkpRPGxyTFs
3678,938,14/04/2025,9:28:00 AM,5,5049,BTG_terr,4,,3,WWNqeit2QXJaWkJqSzAjSHcqc0g
3679,938,14/04/2025,9:28:00 AM,5,5050,BTG_terr,2,,3,XVVJS3Iyc0AwMFQtcTM8aXVPNyU
3284,3172,02/04/2025,10:01:00 AM,6,6002,BTG_terr,2,,1,RU5JKHpyYjt0KGJjWnlJIVh3OXA
3283,3172,02/04/2025,9:54:00 AM,6,6004,BTG_terr,7,,1,KktKcmN1MnJvYyMmNGdVSTBDd2M
3282,3172,02/04/2025,9:50:00 AM,6,6005,BTG_terr,3,,1,IU5oUWNDbWc3akNVKis7QENjQ2k
3281,3172,02/04/2025,9:43:00 AM,6,6006,BTG_terr,4,,1,QEUpOVd5dzJ1MEBPaSYzOztjWGk
3279,3172,02/04/2025,9:37:00 AM,6,6007,BTG_terr,7,,1,VEMtJSktKClKVDY7WDVXWHNpUSM
3278,3172,02/04/2025,9:27:00 AM,6,6008,BTG_terr,15,,1,Tlg2U0ghMSMzRTYxQilIM1ZJNUQ
3277,3172,02/04/2025,9:20:00 AM,6,6009,BTG_terr,3,,1,TWd5ISgqOE80ZEJ5YkxFXVchbA
3276,3172,02/04/2025,9:15:00 AM,6,6010,BTG_terr,7,,1,UXNoQ3NhVGQyMEtpRlY4UGRmOUw
3274,3172,02/04/2025,9:08:00 AM,6,6011,BTG_terr,6,,1,IXk4OnFTb0hwPD56VGFSSzJQIzM
3273,3172,02/04/2025,9:02:00 AM,6,6012,BTG_terr,10,,1,WnJ3RkElNjNlYlFMYV0wTmNJaXg
3272,3172,02/04/2025,8:58:00 AM,6,6013,BTG_terr,6,,1,PDNxUzBtWmJEczlbXWdFbkZuQ0s
3271,3172,02/04/2025,8:58:00 AM,6,6018,BTG_terr,2,,1,KlNBeHBEKnZKPkNVO1ZdQEppPGw
3268,3172,02/04/2025,8:42:00 AM,6,6019,BTG_terr,5,,1,R3NydkZELU5WW2ImWHhLWWZJSGw
3267,3172,02/04/2025,8:42:00 AM,6,6020,BTG_terr,6,,1,VmkpMj5GJlR2bEJWMTNLRU1WZSo
3266,3172,02/04/2025,8:37:00 AM,6,6021,BTG_terr,1,,1,T3ZZQikyM3V4VlVlRFZSM0tKUSs
3264,3172,02/04/2025,8:13:00 AM,6,6022,BTG_terr,5,,1,KU84VkxMN3RnXU9GQWplNFNkO2E
3263,3172,02/04/2025,8:12:00 AM,6,6023,BTG_terr,5,,1,Wm03Y0QqU1FEWyo3OnhWM1BWbSk
3261,3172,02/04/2025,8:06:00 AM,6,6024,BTG_terr,2,,1,Uyk7U1JpVW8-TDJPWGhNUkVdcGk
3262,3172,02/04/2025,8:11:00 AM,6,6026,BTG_terr,2,,1,VDxQOiowazk7UXdoYjF3d3VdVXg
3285,3172,02/04/2025,10:48:00 AM,6,6065,BTG_terr,2,,1,R2JhVCpVc0BCSWQlJXlzM3BUZkI
3388,3172,09/04/2025,10:28:00 AM,6,6002,BTG_terr,10,,2,WUljViZaVHYqMFklJnNYb1Y2c3Q
3387,3172,09/04/2025,10:21:00 AM,6,6003,BTG_terr,1,,2,WEYmQHImZ05kajZwSjRDNjxMb1E
3385,3172,09/04/2025,10:15:00 AM,6,6004,BTG_terr,2,,2,I2ZTKE0-bFhsS2ZlYnZXRVtpKC0
3384,3172,09/04/2025,10:08:00 AM,6,6005,BTG_terr,1,,2,RHgpTWVbbFojRjwxbmE2d0k0LVI
3383,3172,09/04/2025,10:05:00 AM,6,6006,BTG_terr,1,,2,KnQ0cHJ5SVtsaVpObVZjYkNkW0A
3381,3172,09/04/2025,9:49:00 AM,6,6007,BTG_non_terr,22,als groep in grasland foeragerend,2,Jiptc0ldW2VrUnJZKGk3IWpGbjs
3379,3172,09/04/2025,9:43:00 AM,6,6008,BTG_terr,8,,2,WWotZ2ZAUltSYksrO21JcWNuYlk
3378,3172,09/04/2025,9:37:00 AM,6,6009,BTG_terr,6,,2,LXdvMmwyNzFTJWxmNiZqWWZ2TFk
3376,3172,09/04/2025,9:30:00 AM,6,6010,BTG_terr,8,,2,WCtwYUBpW2Erbm1VOCtBO3hBOmQ
3375,3172,09/04/2025,9:26:00 AM,6,6011,BTG_terr,6,,2,SERQJSVzSzh5YjRUdEBQVj5FKkk
3374,3172,09/04/2025,9:18:00 AM,6,6012,BTG_terr,8,,2,KGcmeVYoTSZCVmhyKTEjSnM2I2U
3373,3172,09/04/2025,9:12:00 AM,6,6013,BTG_terr,11,,2,XWszVitTZEt2bTZTTHlPU0FCKTg
3372,3172,09/04/2025,9:07:00 AM,6,6018,BTG_terr,2,,2,XWpWOSZuVk9FO29XOUBEMTthbnQ
3371,3172,09/04/2025,9:00:00 AM,6,6019,BTG_terr,6,,2,KjN4bUtTMmIqcDlmXShyLVUzKlc
3369,3172,09/04/2025,8:53:00 AM,6,6020,BTG_terr,8,,2,RClWRCZxNkx2QzRtOClEblI1MyU
3368,3172,09/04/2025,8:44:00 AM,6,6021,BTG_terr,4,,2,JVUpOiNrNnNIREcqQUVbcTBwY0E
3366,3172,09/04/2025,8:29:00 AM,6,6023,BTG_terr,3,,2,SytJdjwwd1JQY1U8KmpLYXprIyE
3364,3172,09/04/2025,8:25:00 AM,6,6024,BTG_terr,4,,2,SExXSThzRzkrKSNOT0ZnM2taajU
3363,3172,09/04/2025,8:11:00 AM,6,6025,BTG_terr,3,,2,SWojZVhsVld6RGc8JXglWGhBUWs
3365,3172,09/04/2025,8:29:00 AM,6,6026,BTG_terr,2,,2,TUNWWms7dzl5SkotKklSYVVvW1M
3362,3172,09/04/2025,8:07:00 AM,6,6065,BTG_terr,4,,2,TXJONE93M3pkUFZibzprelEhTmQ
3495,3172,16/04/2025,10:46:00 AM,6,6002,BTG_terr,1,,3,KzNXWkVAbWU8cCpvWlNvIW5dVkk
3493,3172,16/04/2025,10:33:00 AM,6,6003,BTG_terr,5,,3,SiVtaEhrOSVdTVlSYjhmZzJhTyY
3492,3172,16/04/2025,10:29:00 AM,6,6004,BTG_terr,15,,3,UzkyQFVaRlM3eCEhXWRZJTxPQVI
3491,3172,16/04/2025,10:23:00 AM,6,6005,BTG_terr,5,,3,TzNXZEIpRThpeEsjXTl1QTAoWlg
3489,3172,16/04/2025,10:08:00 AM,6,6006,BTG_terr,8,,3,RXA1KmQ1SysqY0EzWTJMNVJrKFo
3487,3172,16/04/2025,10:01:00 AM,6,6007,BTG_terr,9,,3,Jmp4KEAtaWFnSlB0SllScEdSZDo
3485,3172,16/04/2025,9:54:00 AM,6,6008,BTG_terr,4,,3,K2QhS21jd3ljOiVqKDs1KlppVTE
3484,3172,16/04/2025,9:51:00 AM,6,6009,BTG_terr,9,,3,SXVbYkR6cXBTMmN2WSVkPnpDLVY
3483,3172,16/04/2025,9:43:00 AM,6,6010,BTG_terr,17,,3,K0MoRjBsMThLZzdwQigrRVVsaVQ
3481,3172,16/04/2025,9:38:00 AM,6,6011,BTG_terr,6,,3,Pkh5QUsxcz4-N0tubjFILTFJNCo
3480,3172,16/04/2025,9:29:00 AM,6,6012,BTG_terr,12,,3,UGJTTG4qVyFLdHFGT046MjNsI2Y
3479,3172,16/04/2025,9:22:00 AM,6,6013,BTG_terr,5,,3,KWlqM3cmcXd0bnA1MXZxQTghPGY
3478,3172,16/04/2025,9:13:00 AM,6,6018,BTG_terr,2,,3,UTJaK1lGOHI7cTYhS3pzR21bYSs
3477,3172,16/04/2025,8:53:00 AM,6,6019,BTG_terr,8,,3,QztEN3hyRDQ4K2pCckFXcF15aDI
3475,3172,16/04/2025,8:44:00 AM,6,6020,BTG_terr,5,,3,RWZuKmgmODhsQ29FdisjQ0xoMCo
3473,3172,16/04/2025,8:36:00 AM,6,6021,BTG_terr,2,,3,IWc5UTc-S2FpZFJSQjYtbHlVPms
3470,3172,16/04/2025,8:23:00 AM,6,6022,BTG_terr,8,,3,RTZOIXNyejo-cT50KkdjT1g-WUQ
3469,3172,16/04/2025,8:18:00 AM,6,6023,BTG_terr,4,1 on nest,3,TCtDc1dALWowZUNFXTBEWlcmLWQ
3467,3172,16/04/2025,8:03:00 AM,6,6024,BTG_terr,3,,3,WilAKVg7enZdczYyRnchNGYyMUw
3466,3172,16/04/2025,8:00:00 AM,6,6025,BTG_terr,2,,3,WHE4JTlLaERMdGl3Y2J0cTRGbDw
3468,3172,16/04/2025,8:13:00 AM,6,6027,BTG_terr,1,,3,Izl5NFp3V2Y5eW9OQmI7RyVMdE4
3498,3172,16/04/2025,11:54:00 AM,6,6065,BTG_terr,2,,3,WV0maFplNTJpTXFHVWI-d0hNKFg
3551,938,31/03/2025,11:03:00 AM,7,7000,BTG_non_terr,78,inclusief. ijslanders,1,VW5XS3dSckxHSmpuSUl5dG8wM28
3552,938,31/03/2025,11:10:00 AM,7,7000,BTG_terr,6,,1,RUhFVFJsJnE6S1FrSlJnVFEzSHk
3620,938,07/04/2025,10:57:00 AM,7,7000,BTG_non_terr,13,,2,THd6bTJ2NzJvZSUzeEgmZjNqJQ
3619,938,07/04/2025,10:46:00 AM,7,7000,BTG_terr,11,,2,SkxXeFtOMzdhY09RKmJiYzgzJWc
3689,938,14/04/2025,11:12:00 AM,7,7000,BTG_terr,7,"EV: 7000 entered twice, unsure if wrong MeadowID used or double.",3,SHFjQUlPdlpdTDVxM0Q8R2FOZTI
3265,3172,02/04/2025,8:33:00 AM,12,12000,BTG_terr,20,,1,XXUzNHVLdSM-VSFJb20yNEEwKEw
3377,3172,09/04/2025,9:33:00 AM,12,12000,BTG_terr,3,,2,V0s8Z0JZV21QI0xKbz5KSWNXOGE
3490,3172,16/04/2025,10:19:00 AM,12,12000,BTG_non_terr,2,,3,PksoSnMqeilnS2duKjNSKkJWQkc
3474,3172,16/04/2025,8:41:00 AM,12,12000,BTG_terr,11,,3,SHdrajFzVF1Oa0JKKTVLRndqdUo
5307,2627,03/04/2025,10:10:00 AM,14,14051,BTG_terr,1,,1,PFdUPEpJUipWJio3OGc2ZjVMKDI
5281,2627,03/04/2025,10:24:00 AM,14,14052,BTG_terr,5,,1,WEZMRCpnPjA2ZDQhdUZFdEl4UDA
5279,2627,03/04/2025,9:47:00 AM,14,14054,BTG_terr,5,,1,UFVRWnNXSnQ7T04mWHZJeW9neTw
5289,2627,03/04/2025,9:41:00 AM,14,14055,BTG_terr,8,,1,ITBkUG1RYlpMdm87bGUxNUJmRTA
5286,2627,03/04/2025,9:09:00 AM,14,14056,BTG_terr,11,,1,WGFZKjJbNUZhTkYqXWZkPl0tKHY
5301,2627,03/04/2025,8:44:00 AM,14,14057,BTG_terr,2,,1,Wyk7Q3ZlRU1aWVoyWiU4T1BbQkU
5306,2627,03/04/2025,8:43:00 AM,14,14058,BTG_terr,2,,1,WGtMY09GSTowXSkrRyY6YnVtKGY
5290,2627,03/04/2025,8:21:00 AM,14,14059,BTG_terr,3,,1,V0w3dlY0KTh2Zys-Y1V0YXYjOyE
5449,2627,11/04/2025,10:20:00 AM,14,14051,BTG_terr,3,1 op nest,2,RzwwMVdxTW5mVjgrNldKWExtOHE
5453,2627,11/04/2025,10:31:00 AM,14,14052,BTG_terr,4,,2,XWVNclZ1ajROOStrbmgwWEdRcmw
5446,2627,11/04/2025,10:27:00 AM,14,14053,BTG_terr,1,,2,UDVDWmVGdyVnOWM5SEU1SVtsQkI
5448,2627,11/04/2025,10:46:00 AM,14,14054,BTG_terr,4,,2,KDV0dThSSDxJeno2RGVJYnVvWzc
5451,2627,11/04/2025,10:56:00 AM,14,14055,BTG_terr,9,,2,VWlSK21aZ0JvTHBWWUglKlZaaHY
5452,2627,11/04/2025,11:28:00 AM,14,14057,BTG_terr,2,,2,QGJJTnFQSi1nKE1Ca05sQ0RlNEs
5450,2627,11/04/2025,11:28:00 AM,14,14058,BTG_terr,4,,2,VEFuKkA3SjYpKmVKUkBwKylVdWU
5454,2627,11/04/2025,11:45:00 AM,14,14059,BTG_terr,4,,2,Kk08az5mdEMhOmoqVzJXKTMmUTU
5447,2627,11/04/2025,11:44:00 AM,14,14060,BTG_terr,2,,2,Jk95TkJbbT5lZC1mTTpUZWRAcWU
5520,2627,15/04/2025,11:58:00 AM,14,14053,BTG_terr,4,,3,TSpqJVRCYjJEbVs0M2RVaGhIUFA
5529,2627,15/04/2025,11:51:00 AM,14,14054,BTG_terr,6,,3,K2FLWWREMWdxPEpmcysqZXdnYmY
5534,2627,15/04/2025,11:29:00 AM,14,14055,BTG_terr,4,,3,K1o1MGxLY0RySENHNVF1eXM8W0I
5518,2627,15/04/2025,10:49:00 AM,14,14056,BTG_terr,11,2 op nest,3,W0Y7ajgxVjdYJW1rMTxXKVt2aTE
5530,2627,15/04/2025,10:17:00 AM,14,14059,BTG_terr,6,2 op nest,3,UDFjZ1Fna0ArZnRNITdFeXJpWUU
5315,2627,04/04/2025,11:20:00 AM,16,16029,BTG_terr,2,,1,TWkoKjZvcFdXPll3ZihMWEAwbE8
5322,2627,04/04/2025,9:00:00 AM,16,16058,BTG_terr,3,,1,RTM0Qjg7JnZbc0xpWlBPdkk7ag
5326,2627,04/04/2025,9:09:00 AM,16,16076,BTG_terr,2,,1,K2hyYSZ4cW8mKnhrQlc0YkNwY1U
5338,2627,04/04/2025,9:28:00 AM,16,16077,BTG_terr,8,,1,UXV1cmM3bC0tSW9hK0V4YSFrVDk
5343,2627,04/04/2025,8:41:00 AM,16,16078,BTG_terr,2,"EV: 16078 entered twice, different count and time so probably wrong MeadowID entered.",1,IWkrWEZIMVFOaFBSRHBuZUtBI0c
5340,2627,04/04/2025,8:41:00 AM,16,16079,BTG_terr,1,"EV: 16079 entered twice, different count and time so probably wrong MeadowID entered.",1,PFllNF1oRCtObl1OZzM3RTs3Uj4
5312,2627,04/04/2025,8:30:00 AM,16,16081,BTG_terr,2,,1,T2wzKClDKCozKVAzR1k8ejJpVl0
5325,2627,04/04/2025,11:33:00 AM,16,16088,BTG_terr,2,,1,VTVqcjRLQmxBZjcmPkNxMEFLIyY
5321,2627,04/04/2025,8:13:00 AM,16,16108,BTG_terr,1,,1,QCNEdCMlZnZmSkplejtGPFgoQU8
5334,2627,04/04/2025,9:51:00 AM,16,16144,BTG_terr,8,,1,I2d4NFVRcE5CTyglVDZ4dytDbUo
5491,2627,10/04/2025,9:07:00 AM,16,16013,BTG_terr,2,,2,WypSKmc-WUJWTyhlSFBMMWpddDs
5486,2627,10/04/2025,9:04:00 AM,16,16014,BTG_non_terr,1,,2,WiolN2g5JlNCZnVSalhXQVpmVjM
5459,2627,10/04/2025,9:12:00 AM,16,16037,BTG_terr,2,"EV: 16037 entered twice, unsure if wrong MeadowID used or double.",2,XWM6WFFILUVmUXVObzI3OjBlO0k
5487,2627,10/04/2025,9:11:00 AM,16,16055,BTG_terr,2,,2,VFkwb1toaE9vKjxMKjlzdFVQLUA
5496,2627,10/04/2025,9:14:00 AM,16,16056,BTG_terr,1,,2,TVo5MypmaVRBO1MpJTVuaDtdRFg
5458,2627,10/04/2025,9:26:00 AM,16,16058,BTG_terr,2,,2,S0lOaTJIPiU-TWlZOGUza1V2NEc
5473,2627,10/04/2025,8:59:00 AM,16,16077,BTG_terr,1,,2,RT5bY288bmo8QzdBWVAyRWVaN24
5499,2627,10/04/2025,8:19:00 AM,16,16080,BTG_terr,1,,2,R2o4UVtPdmVzY3luOmpnZzdLZkk
5478,2627,10/04/2025,9:42:00 AM,16,16082,BTG_terr,1,,2,UCkzZGMlbiNkblEtIz5zMVFNWDk
5470,2627,10/04/2025,8:13:00 AM,16,16086,BTG_terr,1,,2,PnFickAyKnFJc0NOOENUc2d0Yis
5483,2627,10/04/2025,10:07:00 AM,16,16110,BTG_terr,2,,2,U0pSVlZaYWFGeSZxOkpRVGpkdC0
5573,2627,17/04/2025,11:36:00 AM,16,16056,BTG_terr,1,,3,V1J6MzVmTyZCczhLVXp0V0cmKnQ
5576,2627,17/04/2025,10:18:00 AM,16,16077,BTG_terr,5,"EV: 16077 entered twice, unsure if wrong MeadowID used or double.",3,JTk0K2d3JUtVVkRMNygwJUludjM
5582,2627,17/04/2025,10:49:00 AM,16,16078,BTG_terr,4,,3,XVhPeUEwJldWeWYpVzlbSS0yWEw
5571,2627,17/04/2025,9:55:00 AM,16,16079,BTG_terr,4,,3,Vjo-dEEqN3pdaFJOKlFOWDNkdGI
5580,2627,17/04/2025,10:17:00 AM,16,16081,BTG_terr,2,,3,T2lialImWWhzKlc2KUZjJmdvMXg
5570,2627,17/04/2025,10:17:00 AM,16,16082,BTG_terr,1,,3,VXV0OHRtdmhrSElrWDc2OGVUO3g
5559,2627,17/04/2025,12:34:00 PM,16,16091,BTG_terr,2,,3,LWwpWjMyTiEjMHMqTVBMcXowdk4
5380,2627,05/04/2025,10:00:00 AM,17,17007,BTG_terr,2,,1,SWVWODMjR1spQlJheDJRPmRsTjQ
5368,2627,05/04/2025,9:05:00 AM,17,17089,BTG_terr,2,,1,Sno3eCEoOFs1KExuV3EodkcwNGo
5361,2627,05/04/2025,9:04:00 AM,17,17090,BTG_terr,1,,1,TUxwNS1BRDBHbDFSJkhqamcoNnQ
5388,2627,05/04/2025,8:02:00 AM,17,17122,BTG_terr,4,,1,TWExMT45QWRSZjVSRyVwSkY6ZTk
5366,2627,05/04/2025,8:03:00 AM,17,17123,BTG_terr,2,,1,KjJaNWZmWG8xRyhZOEA2VjdLVk0
5379,2627,05/04/2025,9:09:00 AM,17,17162,BTG_terr,2,,1,LWVAM05zbFJ5KENlYSNFMUcoeXU
5417,2627,09/04/2025,9:28:00 AM,17,17033,BTG_terr,1,,2,VWpnam4qRjRuTl1bYWRpMltwMTM
5418,2627,09/04/2025,10:20:00 AM,17,17122,BTG_terr,3,,2,UUZAXStFeU5VaGtDIV01PG45XWc
5412,2627,09/04/2025,11:01:00 AM,17,17162,BTG_terr,2,,2,SCpAVUpsMDRjc1pwKHA8NE5sd2M
5393,2627,09/04/2025,10:52:00 AM,17,17189,BTG_terr,1,"EV: 17189 entered twice, unsure if wrong MeadowID used or double.",2,Q0hQKmI7MFVwZUNuQHlXUipoPmg
5512,2627,16/04/2025,10:04:00 AM,17,17008,BTG_terr,2,,3,TDM3YUJJKiFkTjY1QkVPUXpMTE4
3585,938,03/04/2025,10:06:00 AM,24,24002,BTG_terr,2,,1,WzZTMVFCU0NrTXVnb2otdjooRGQ
3582,938,03/04/2025,9:59:00 AM,24,24003,BTG_terr,2,,1,UjFBSmxmbFJIJXU5Z0pSOzh4NA
3586,938,03/04/2025,10:06:00 AM,24,24004,BTG_terr,4,,1,RkM0dCo-ZkVsLXZDZWVnQHVjTV0
3583,938,03/04/2025,9:59:00 AM,24,24005,BTG_terr,4,,1,Wz5RJVpydU55TiEqUlRVTERHbzo
3587,938,03/04/2025,10:07:00 AM,24,24006,BTG_terr,4,,1,UEozUWs2Q1BScHApMnpUKjsmOHg
3589,938,03/04/2025,10:08:00 AM,24,24007,BTG_terr,3,,1,STBIbHVpKXdYeTVqcGxbRDFuOT4
3588,938,03/04/2025,10:07:00 AM,24,24008,BTG_terr,2,,1,SlpdSnl3PFh1V28tOHh2IVdlODg
3581,938,03/04/2025,9:57:00 AM,24,24010,BTG_terr,5,,1,XShlI1NGRGRsSClkIWJ2aC1xKmM
3580,938,03/04/2025,9:44:00 AM,24,24017,BTG_terr,1,,1,R2t2TlldTWVlUTZhKC1XRWRxcm8
